date,summary,countries,comment
2020-09,"The FBI and CISA announced that Iranian hackers had been exploiting publicly known vulnerabilities to target U.S. organizations in the IT, government, healthcare, finance, and media sectors.",US,
2020-09,CISA revealed that hackers associated with the Chinese Ministry of State Security had been scanning U.S. government and private networks for over a year in search of networking devices that could be compromised using exploits for recently discovered vulnerabilities,US,
2020-09,One government organization in the Middle East and one in North Africa were targeted with possible wiper malware that leveraged a ransomware-as-a-service offering that has recently become popular on cybercrime markets,?,
2020-09,Georgian officials announce that COVID-19 research files at a biomedical research facility in Tbilisi was targeted as part of a cyberespionage campaign,GE,
2020-09,Norway announced it had defended against two sets of cyber attacks that targeted the emails of several members and employees of the Norwegian parliament as well as public employees in the Hedmark region. It later blamed Russia for the attack.,NO,
2020-08,"A North Korean hacking group targeted 28 UN officials in a spear-phishing campaign, including at least 11 individuals representing six members of the UN Security Council.",?,
2020-08,"Hackers for hire suspected of operating on behalf of the Iranian government were found to have been working to gain access to sensitive information held by North American and Israeli entities across a range of sectors, including technology, government, defense, and healthcare.",US-IL,
2020-08,New Zealand's stock exchange faced several days of disruptions after a severe distributed denial of service attack was launched by unknown actors,NZ,
2020-08,U.S. officials announced that North Korean government hackers had been operating a campaign focused on stealing money from ATMs around the world.,>1,
2020-08,"Suspected Pakistani hackers used custom malware to steal files from victims in twenty-seven countries, most prominently in India and Afghanistan.",PK,
2020-08,Ukrainian officials announced that a Russian hacking group had begun to conduct a phishing campaign in preparations for operations on Ukraine's independence day,UA,
2020-08,"Taiwan accused Chinese hackers of infiltrating the information systems of at least ten government agencies and 6,000 email accounts to gain access to citizens' personal data and government information.",TW,
2020-08,A Chinese cyber espionage group targeted military and financial organizations across Eastern Europe,?,
2020-08,The Israeli defense ministry announced that it had successfully defended against a cyberattack on Israeli defense manufacturers launched by a suspected North Korean hacking group,IL,
2020-08,An Iranian hacking group was found to be targeting major U.S. companies and government agencies by exploiting recently disclosed vulnerabilities in high-end network equipment to create backdoors for other groups to use,US,
2020-08,Pakistan announced that hackers associated with Indian intelligence agencies had targeted the mobile phones of Pakistani government officials and military personnel,PK,
2020-08,"Seven semiconductor vendors in Taiwan were the victim of a two-year espionage campaign by suspected Chinese state hackers targeting firms' source code, software development kits, and chip designs.",TW,
2020-08,"Russian hackers compromised news sites and replaced legitimate articles with falsified posts that used fabricated quotes from military and political officials to discredit NATO among Polish, Lithuanian, and Latvian audiences.",PL-LT-LV,
2020-07,"Israel announced that two cyber attacks had been carried out against Israeli water infrastructure, though neither were successful",IL,
2020-07,Chinese state-sponsored hackers broke into the networks of the Vatican to conduct espionage in the lead-up to negotiations about control over the appointment of bishops and the status of churches in China.,VA,
2020-07,"Canada, the UK, and the U.S. announced that hackers associated with Russian intelligence had attempted to steal information related to COVID-19 vaccine development",CA-GB-US,
2020-07,The UK announced that it believed Russia had attempted to interfere in its 2019 general election by stealing and leaking documents related to the UK-US Free Trade Agreement,GB,
2020-07,"Media reports say a 2018 Presidential finding authorized the CIA to conduct cyber operations against Iran, North Korea, Russia, and China. The operations included disruption and public leaking of information.",IR-KP-RU-CN,
2020-07,President Trump confirmed that he directly authorized a 2019 operation by US Cyber Command taking the Russian Internet Research Agency offline.,RU,
2020-06,Uyghur and Tibetan mobile users were targeted by a mobile malware campaign originating in China that had been ongoing since 2013,CN,
2020-06,A hacking group affiliated with an unknown government was found to have targeted a range of Kurdish individuals in Turkey and Syria at the same time as Turkey launched its offensive into northeastern Syria.,TR-SY,
2020-06,The most popular of the tax reporting software platforms China requires foreign companies to download to operate in the country was discovered to contain a backdoor that could allow malicious actors to conduct network reconnaissance or attempt to take remote control of company systems,CN,
2020-06,"Nine human rights activists in India were targeted as part of a coordinated spyware campaign that attempted to use malware to log their keystrokes, record audio, and steal credentials",IN,
2020-06,A Moroccan journalist was targeted by unknown actors who sent him phishing messages that could have been used to download spyware developed by Israeli NSO group,MA,
2020-06,"North Korean state hackers sent COVID-19-themed phishing emails to more than 5 million businesses and individuals in Singapore, Japan, the United States, South Korea, India, and the UK in an attempt to steal personal and financial data",SG-JP-US-KR-IN-GB,
2020-06,The Australian Prime Minister announced that an unnamed state actor had been targeting businesses and government agencies in Australia as part of a large-scale cyber attack.,AU,
2020-06,"In the midst of escalating tensions between China and India over a border dispute in the Galwan Valley, Indian government agencies and banks reported being targeted by DDoS attacks reportedly originating in China",IN,
2020-06,Suspected North Korean hackers compromised at least two defense firms in Central Europe by sending false job offers to their employees while posing as representatives from major U.S. defense contractors,?,
2020-05,"Businesses in Japan, Italy, Germany, and the UK that supply equipment and software to industrial firms were attacked in a targeted and highly sophisticated campaign by an unknown group of hackers",JP-IT-DE-GB,
2020-05,The NSA announced that Russian hackers associated with the GRU had been exploiting a bug that could allow them to take remote control of U.S. servers,US,
2020-05,"German officials found that a Russian hacking group associated with the FSB had compromised the networks of energy, water, and power companies in Germany by compromising the firms' suppliers.",DE,
2020-05,Cyber criminals managed to steal $10 million from Norway's state investment fund in a business email compromise scam that tricked an employee into transferring money into an account controlled by the hackers,NO,
2020-05,Iranian hackers conducted a cyber espionage campaign targeting air transportation and government actors in Kuwait and Saudi Arabia.,KW-SA,
2020-05,Chinese hackers accessed the travel records of nine million customers of UK airline group EasyJet,GB,
2020-05,"Two days before Taiwanese President Tsai Ing-wen was sworn in for her second term in office, the president's office was hacked, and files were leaked to local media outlets purporting to show infighting within the administration. The president's office claimed the leaked documents had been doctored.",TW,
2020-05,U.S. officials accused hackers linked to the Chinese government of attempting to steal U.S. research into a coronavirus vaccine,US,
2020-05,Suspected Chinese hackers conducted a phishing campaign to compromise Vietnamese government officials involved in ongoing territorial disputes with China in the South China Sea.,VN,
2020-05,"Suspected Iranian hackers compromised the IT systems of at least three telecom companies in Pakistan, and used their access to monitor targets in the country.",PK,
2020-05,Japan's Defense Ministry announced it was investigating a large-scale cyber attack against Mitsubishi Electric that could have compromised details of new state-of-the-art missile designs.,JP,
2020-05,"Israeli hackers disrupted operations at an Iranian port for several days, causing massive backups and delays. Officials characterized the attack as a retaliation against a failed Iranian hack in April targeting the command and control systems of Israeli water distribution systems.",IR,
2020-05,"A suspected PLA hacking group targeted government-owned companies, foreign affairs ministries, and science and technology ministries across Australia, Indonesia, the Philippines, Vietnam, Thailand, Myanmar, and Brunei.",AU-ID-PH-VN-TH-MM-BN,
2020-05,Operations at two Taiwanese petrochemical companies were disrupted by malware attacks. Taiwanese officials speculated that the attacks could have been linked to the upcoming inauguration of Taiwanese President Tsai Ing-wen's second term.,TW,
2020-04,"Suspected Vietnamese government hackers used malicious apps uploaded to the Google Play app store to infect users in South and Southeast Asia with spyware capable of monitoring the target's call logs, geolocation data, and text messages.",?,
2020-04,Poland suggested the Russian government was being behind a series of cyber attacks on Poland's War Studies University meant to advance a disinformation campaign undermining U.S.-Polish relations.,PL,
2020-04,"Suspected Iranian hackers unsuccessfully targeted the command and control systems of water treatment plants, pumping stations, and sewage in Israel.",IL,
2020-04,"U.S. officials reported seeing a surge of attacks by Chinese hackers against healthcare providers, pharmaceutical manufacturers, and the U.S. Department of Health and Human services amidst the COVID-19 pandemic.",US,
2020-04,Suspected Vietnamese hackers targeted the Wuhan government and the Chinese Ministry of Emergency Management to collect information related to China's COVID-19 response.,CN,
2020-04,Government and energy sector entities in Azerbaijan were targeted by an unknown group focused on the SCADA systems of wind turbines,AZ,
2020-04,A Russian hacking group used forged diplomatic cables and planted articles on social media to undermine the governments of Estonia and the Republic of Georgia,EE-GE,
2020-04,Suspected state-sponsored hackers targeted Chinese government agencies and Chinese diplomatic missions abroad by exploiting a zero-day vulnerability in virtual private networks servers,CN,
2020-04,Iranian government-backed hackers attempted to break into the accounts of WHO staffers in the midst of the Covid-19 pandemic,?,
2020-03,North Korean hackers targeted individuals involved with North Korean refugees issues as part of a cyber espionage campaign,?,
2020-03,Suspected South Korean hackers were found to have used five previously unreported software vulnerabilities to conduct a wide-ranging espionage campaign against North Korean targets,KP,
2020-03,Saudi mobile operators exploited a flaw in global telecommunications infrastructure to track the location of Saudis traveling abroad,?,
2020-03,"Chinese hackers targeted over 75 organizations around the world in the manufacturing, media, healthcare, and nonprofit sectors as part of a broad-ranging cyber espionage campaign",?,
2020-03,A suspected nation state hacking group was discovered to be targeting industrial sector companies in Iran,IR,
2020-03,Human rights activists and journalists in Uzbekistan were targeted by suspected state security hackers in a spearphishing campaign intended install spyware on their devices,UZ,
2020-03,"Chinese cybersecurity firm Qihoo 360 accused the CIA of being involved in an 11-year long hacking campaign against Chinese industry targets, scientific research organizations, and government agencies",US,
2020-02,The U.S. Department of Justice indicted two Chinese nationals for laundering cryptocurrency for North Korean hackers,US,
2020-02,"Mexico's economy ministry announced it had detected a cyber attack launched against the ministry's networks, but that no sensitive data had been exposed.",MX,
2020-02,The U.S. Defense Information Systems Agency announced it had suffered a data breach exposing the personal information of an unspecified number of individuals,US,
2020-02,A hacking group of unknown origin was found to be targeting government and diplomatic targets across Southeast Asia as part of a phishing campaign utilizing custom malware,?,
2020-02,Chinese hackers targeted Malaysian government officials to steal data related to government-backed projects in the region.,MY,
2020-02,Iran announced that it has defended against a DDoS against its communications infrastructure that caused internet outages across the country,IR,
2020-01,An Iranian hacking group launched an attack on the U.S. based research company Wesat as part of a suspected effort to gain access to the firm's clients in the public and private sectors,US,
2020-01,The UN was revealed to have covered up a hack into its IT systems in Europe conducted by an unknown but sophisticated hacking group.,?,
2020-01,"Turkish government hackers targeted at least 30 organizations across Europe and the Middle East, including government ministries, embassies, security services, and companies.",?,
2020-01,"Mitsubishi announces that a suspected Chinese group had targeted the company as part of a massive cyberattack that compromised personal data of 8,000 individuals as well as information relating to partnering businesses and government agencies, including projects relating to defense equipment.",JP,
2020-01,"The FBI announced that nation state hackers had breached the networks of two U.S. municipalities in 2019, exfiltrating user information and establishing backdoor access for future compromise",US,
2020-01,"A Russian hacking group infiltrated a Ukrainian energy company where Hunter Biden was previously a board member, and which has featured prominently in the U.S. impeachment debate.",UA,
2020-01,More than two dozen Pakistani government officials had their mobile phones infected with spyware developed by the Israeli NSO Group,PK,
2020-01,A suspected nation state targeted the Austrian foreign ministry as part of a cyber attack lasting several weeks.,AT,
2019-12,"Iranian wiper malware was deployed against the network of Bapco, the national oil company of Bahrain.",BH,
2019-12,"Microsoft won a legal battle to take control of 50 web domains used by a North Korean hacking group to target government employees, think tank experts, university staff, and others involved in nuclear proliferation issues December 2019.  An alleged Chinese state-sponsored hacking group attacked government entities and managed service providers by bypassing the two-factor authentication used by their targets",US,
2019-12,Chinese hackers used custom malware to target a Cambodian government organization,KH,
2019-12,"Unknown hackers stole login credentials from government agencies in 22 nations across North America, Europe, and Asia",?,
2019-12,Iran announced that it had foiled a major cyber attack by a foreign government targeting the country's e-government infrastructure,IR,
2019-12,A suspected Vietnamese state-sponsored hacking group attacked BMW and Hyundai networks,?,
2019-12,"Russian government hackers targeted Ukrainian diplomats, government officials, military officers, law enforcement, journalists, and nongovernmental organizations in a spear phishing campaign",UA,
2019-11,"A Russian-speaking hacking group targeted a wide range of Kazakh individuals and organizations including government agencies, military personnel, foreign diplomats, journalists, dissidents, and others through a combination of spear phishing and physical device compromise.",KZ,
2019-11,"Microsoft security researchers found that in the last year, an Iranian hacker group carried out 'password-spraying attacks' on thousands of organizations, but since October, have focused on the employees of dozens of manufacturers, suppliers, or maintainers of industrial control system equipment and software.",?,
2019-11,An alleged non-state actor targeted the UK Labour party with a major DDoS attack that temporarily took the party's computer systems offline.,GB,
2019-10,An Israeli cybersecurity firm was found to have sold spyware used to target senior government and military officials in at least 20 countries by exploiting a vulnerability in WhatsApp.,?,
2019-10,"A state-sponsored hacking campaign knocked offline more than 2,000 websites across Georgia, including government and court websites containing case materials and personal data. More than 20 countries later attributed the attack to Russia.",GE,
2019-10,India announced that North Korean malware designed for data extraction had been identified in the networks of a nuclear power plant.,IN,
2019-10,Suspected North Korean hackers attempted to steal credentials from individuals working on North Korea-related issues at the UN and other NGOs.,?,
2019-10,The NSA and GCHQ found that a Russian cyberespionage campaign had used an Iranian hacking group's tools and infrastructure to spy on Middle Eastern targets.,?,
2019-10,Russian hackers engaged in a campaign since 2013 targeting embassies and foreign affairs ministries in several European countries.,?,
2019-10,"Iranian hackers targeted more than 170 universities around the world between 2013 and 2017, stealing $3.4 billion worth of intellectual property and selling stolen data to Iranian customers.",?,
2019-10,Chinese hackers engaged in a multi-year campaign between 2010 and 2015 to acquire intellectual property from foreign companies to support the development of the Chinese C919 airliner.,?,
2019-10,"A Chinese government-sponsored propaganda app with more than 100 million users was found to have been programmed to have a backdoor granting access to location data, messages, photos, and browsing history, as well as remotely activate audio recordings.",?,
2019-10,The Moroccan government targeted two human rights activists using spyware purchased from Israel.,MA,
2019-10,A state-sponsored hacking group targeted diplomats and high-profile Russian speaking users in Eastern Europe.,?,
2019-10,"Chinese hackers targeted entities in Germany, Mongolia, Myanmar, Pakistan, and Vietnam, individuals involved in UN Security Council resolutions regarding ISIS, and members of religious groups and cultural exchange nonprofits in Asia.",DE-MN-MM-PK-VN,
2019-10,"Iranian hackers conducted a series of attacks against the Trump campaign, as well as current and former U.S. government officials, journalists, and Iranians living abroad.",US,
2019-10,"State-sponsored Chinese hackers were revealed to have conducted at least six espionage campaigns since 2013 against targets in Myanmar, Taiwan, Vietnam, Indonesia, Mongolia, Tibet, and Xinjiang.",MM-TW-VN-ID-MN,
2019-10,"The Egyptian government conducted a series of cyberattacks against journalists, academics, lawyers, human rights activists, and opposition politicians.",EG,
2019-10,"Chinese hackers were found to have targeted government agencies, embassies, and other government-related embassies across Southeast Asia in the first half of 2019.",?,
2019-09,"The United States carried out cyber operations against Iran in retaliation for Iran's attacks on Saudi Arabia's oil facilities. The operation affected physical hardware, and had the goal of disrupting Iran's ability to spread propaganda.",IR,
2019-09,Airbus revealed that hackers targeting commercial secrets engaged in a series of supply chain attacks targeting four of the company's subcontractors.,FR,France or  Unknown?
2019-09,A Chinese state-sponsored hacking group responsible for attacks against three U.S. utility companies in July 2019 was found to have subsequently targeted seventeen others.,US,
2019-09,Hackers with ties to the Russian government conducted a phishing campaign against the embassies and foreign affairs ministries of countries across Eastern Europe and Central Asia.,?,
2019-09,Alleged Chinese hackers used mobile malware to target senior Tibetan lawmakers and individuals with ties to the Dalai Lama.,?,
2019-09,North Korean hackers were revealed to have conducted a phishing campaign over the summer of 2019 targeted U.S. entities researching the North Korean nuclear program and economic sanctions against North Korea.,US,
2019-09,"Iranian hackers targeted more than 60 universities in the U.S., Australia, UK, Canada, Hong Kong, and Switzerland in an attempt to steal intellectual property.",US-AU-GB-CA-HK-CH,
2019-09,Huawei accused the U.S. government of hacking into its intranet and internal information systems to disrupt its business operations.,CN,
2019-08,"China used compromised websites to distribute malware to Uyghur populations using previously undisclosed exploits for Apple, Google, and Windows phones.",CN,
2019-08,Chinese state-sponsored hackers were revealed to have targeted multiple U.S. cancer institutes to take information relating to cutting edge cancer research.,US,
2019-08,"North Korean hackers conducted a phishing campaign against foreign affairs officials in at least three countries, with a focus on those studying North Korean nuclear efforts and related international sanctions.",?,
2019-08,Huawei technicians helped government officials in two African countries track political rivals and access encrypted communications.,?,
2019-08,"The Czech Republic announced that the country's Foreign Ministry had been the victim of a cyberattack by an unspecified foreign state, later identified as Russia",CZ,
2019-08,"A suspected Indian cyber espionage group conducted a phishing campaign targeting Chinese government agencies and state-owned enterprises for information related to economic trade, defense issues, and foreign relations.",CN,
2019-08,Networks at several Bahraini government agencies and critical infrastructure providers were infiltrated by hackers linked to Iran,BH,
2019-08,"A previously unidentified Chinese espionage group was found to have worked since 2012 to gather data from foreign firms in industries identified as strategic priorities by the Chinese government, including telecommunications, healthcare, semiconductor manufacturing, and machine learning. The group was also active in the theft of virtual currencies and the monitoring of dissidents in Hong Kong.",?,
2019-08,"Russian hackers were observed using vulnerable IoT devices like a printer, VOIP phone, and video decoder to break into high-value corporate networks",?,
2019-08,A seven-year campaign by an unidentified Spanish-language espionage group was revealed to have resulted in the theft of sensitive mapping files from senior officials in the Venezuelan Army,VE,
2019-07,State-sponsored Chinese hackers conducted a spear-phishing campaign against employees of three major U.S. utility companies,US,
2019-07,"Capital One reveals that a hacker accessed data on 100 million credit card applications, including Social Security and bank account numbers.",US,
2019-07,Encrypted email service provider ProtonMail was hacked by a state-sponsored group looking to gain access to accounts held by reporters and former intelligence officials conducting investigations of Russian intelligence activities.,CH,
2019-07,"Several major German industrial firms including BASF, Siemens, and Henkel announced that they had been the victim of a state-sponsored hacking campaign reported to be linked to the Chinese government",DE,
2019-07,"A Chinese hacking group was discovered to have targeted government agencies across East Asia involved in information technology, foreign affairs, and economic development.",?,
2019-07,The U.S. Coast Guard issued a warning after it received a report that a merchant vessel had its networks disrupted by malware while traveling through international waters,US,
2019-07,"An Iranian hacking group targeted LinkedIn users associated with financial, energy, and government entities operating in the Middle East",?,
2019-07,"Microsoft revealed that it had detected almost 800 cyberattacks over the past year targeting think tanks, NGOs, and other political organizations around the world, with the majority of attacks originating in Iran, North Korean, and Russia.",?,
2019-07,Libya arrested two men who were accused of working with a Russian troll farm to influence the elections in several African countries.,?,
2019-07,Croatian government agencies were targeted in a series of attacks by unidentified state sponsored hackers,HR,
2019-07,U.S. Cybercommand issued an alert warning that government networks were being targeted with malware associated with a known Iran-linked hacking group,US,
2019-06,Western intelligence services were alleged to have hacked into Russian internet search company Yandex in late 2018 to spy on user accounts,RU,
2019-06,"Over the course of seven years, a Chinese espionage group hacked into ten international cellphone providers operating across thirty countries to track dissidents, officials, and suspected spies.",>1,
2019-06,The U.S. announced it had launched offensive cyber operations against Iranian computer systems used to control missile and rocket launches.,IR,
2019-06,Iran announced that it had exposed and helped dismantle an alleged CIA-backed cyber espionage network across multiple countries,?,
2019-06,U.S. officials reveal ongoing efforts to deploy hacking tools against Russian grid systems as a deterrent and warning to Russia,RU,
2019-06,U.S. grid regulator NERC issued a warning that a major hacking group with suspected Russian ties was conducting reconnaissance into the networks of electrical utilities.,US,
2019-06,China conducted a denial-of-service attack on encrypted messaging service Telegram in order to disrupt communications among Hong Kong protestors,HK,
2019-06,"A suspected Iranian group was found to have hacked into telecommunications services in Iraq, Pakistan, and Tajikistan",IQ-PK-TJ,
2019-06,Chinese intelligence services hacked into the Australian University to collect data they could use to groom students as informants before they were hired into the civil service.,AU,
2019-05,Government organizations in two different Middle Eastern countries were targeted by Chinese state-sponsored hackers.,?,
2019-05,A Chinese government-sponsored hacking group was reported to be targeting unidentified entities across the Philippines.,PH,
2019-05,"Iran developed a network of websites and accounts that were being used to spread false information about the U.S., Israel, and Saudi Arabia.",?,
2019-05,The Israeli Defense Forces launched an airstrike on the Hamas after they unsuccessfully attempted to hack Israeli targets.,IL,
2019-05,"Hackers affiliated with the Chinese intelligence service reportedly had been using NSA hacking tools since 2016, more than a year before those tools were publicly leaked.",US,
2019-04,Amnesty International's Hong Kong office announced it had been the victim of an attack by Chinese hackers who accessed the personal information of the office's supporters.,HK,
2019-04,"Ukrainian military and government organizations had been targeted was part of a campaign by hackers from the Luhansk People's Republic, a Russia-backed group that declared independence from Ukraine in 2014.",UA,
2019-04,Chinese hackers stole General Electric's trade secrets concerning jet engine turbine technologies,US,
2019-04,Hackers used spoofed email addresses to conduct a disinformation campaign in Lithuania to discredit the Defense Minister by spreading rumors of corruption.,LT,
2019-04,The Finnish police probed a denial-of-service attack against the web service used to publish the vote tallies from Finland's elections.,FI,
2019-04," Iranian hackers reportedly undertook a hacking campaign against banks, local government networks, and other public agencies in the UK.",GB,
2019-04,Pharmaceutical company Bayer announced it had prevented an attack by Chinese hackers targeting sensitive intellectual property.,?,
2019-03,Chinese hackers targeted Israeli defense firms that had connections to the U.S. military,IL,
2019-03,"The U.S. Department of Energy reported that grid operators in Los Angeles County, California and Salt Lake County, Utah, suffered a DDoS attack that disrupted their operations, but did not cause any outages",US,
2019-03,The Australian Signals Directorate revealed that it had conducted cyber attacks against ISIS targets in the Middle East to disrupt their communications in coordination with coalition forces.,?,
2019-03,An Iranian cyber espionage group targeted government and industry digital infrastructure in Saudi Arabia and the U.S.,SA-US,
2019-03,State supported Vietnamese hackers targeted foreign automotive companies to acquire IP.,?,
2019-03, Iran's intelligence service hacked into former IDF Chief and Israeli opposition leader Benny Gantz' cellphone ahead of Israel's April elections.,IL,
2019-03,North Korean hackers targeted an Israeli security firm as part of an industrial espionage campaign.,IL,
2019-03,Russian hackers targeted a number of European government agencies ahead of EU elections in May.,?,
2019-03,Indonesia's National Election Commission reported that Chinese and Russian hackers had probed Indonesia's voter database ahead of presidential and legislative elections in the country.,ID,
2019-03,"Civil liberties organizations claimed that government-backed hackers targeted Egyptian human rights activists, media, and civil society organizations throughout 2019.",EG,
2019-03,"The UN Security Council reported that North Korea has used state-sponsored hacking to evade international sanctions, stealing $670 million in foreign currency and cryptocurrency between 2015 and 2018.",?,
2019-03,"Iranian hackers targeted thousands of people at more than 200 oil-and-gas and heavy machinery companies across the world, stealing corporate secrets and wiping data from computers.",?,
2019-03,"Following an attack on Indian military forces in Kashmir, Pakistani hackers targeted almost 100 Indian government websites and critical systems. Indian officials reported that they engaged in offensive cyber measures to counter the attacks.",IN,
2019-03,U.S. officials reported that at least 27 universities in the U.S. had been targeted by Chinese hackers as part of a campaign to steal research on naval technologies.,US,
2019-02,The UN International Civil Aviation Organizations revealed that in late 2016 it was compromised by China-linked hackers who used their access to spread malware to foreign government websites.,?,
2019-02,"Prior to the Vietnam summit of Kim Jong Un and Donald Trump, North Korean hackers were found to have targeted South Korean institutions in a phishing campaign using documents related to the diplomatic event as bait.",KR,
2019-02,"U.S. Cybercommand revealed that during the 2018 U.S. midterm elections, it had blocked internet access to the Internet Research Agency, a Russian company involved in information operations against the U.S. during the 2016 presidential election.",US,
2019-02,A hacking campaign targeted Russian companies linked to state-sponsored North Korean hackers.,?,
2019-02,Hackers associated with the Russian intelligence services had targeted more than 100 individuals in Europe at civil society groups working on election security and democracy promotion.,?,
2019-02,State-sponsored hackers were caught in the early stages of gaining access to computer systems of several political parties as well as the Australian Federal Parliament.,AU,
2019-02,European aerospace company Airbus reveals it was targeted by Chinese hackers who stole the personal and IT identification information of some of its European employees.,?,
2019-02,Norwegian software firm Visma revealed that it had been targeted by hackers from the Chinese Ministry of State Security who were attempting to steal trade secrets from the firm's clients.,NO,
2019-01,Hackers associated with the Russian intelligence services were found to have targeted the Center for Strategic and International Studies.,US,
2019-01,"The U.S. Department of Justice announced an operation to disrupt a North Korean botnet that had been used to target companies in the media, aerospace, financial, and critical infrastructure sectors.",US,
2019-01,France attributed a cyberattack targeting the Ministry of Defense to a Russian-based hacking group. The attack targeted the mailboxes of nineteen executives of the ministry.,FR,
2019-01,"Former U.S. intelligence personnel were revealed to be working for the UAE to help the country hack into the phones of activists, diplomats, and foreign government officials",AE,
2019-01,U.S. prosecutors unsealed two indictments against Huawei and its CFO Meng Wanzhou alleging crimes ranging from wire and bank fraud to obstruction of justice and conspiracy to steal trade secrets,US,
2019-01,"Security researchers reveal that Iranian hackers have been targeting the telecom and travel industries since at least 2014 in an attempt to surveil and collect the personal information of individuals in the Middle East, U.S., Europe, and Australia",US-AU-?,
2019-01,The U.S. Democratic National Committee revealed that it had been targeted by Russian hackers in the weeks after the 2018 midterm elections,US,
2019-01,South Korea's Ministry of National Defense announced that unknown hackers had compromised computer systems at the ministry's procurement office,KR,
2019-01,"The U.S. Securities and Exchange Commission charged a group of hackers from the U.S., Russia, and Ukraine with the 2016 breach of the SEC's online corporate filing portal exploited to execute trades based on non-public information",US,
2019-01,"Iran was revealed to have engaged in a multi-year, global DNS hijacking campaign targeting telecommunications and internet infrastructure providers as well as government entities in the Middle East, Europe, and North America.",?,
2019-01,"Hackers release the personal details, private communications, and financial information of hundreds of German politicians, with targets representing every political party except the far-right AfD.",DE,
2018-12,Chinese hackers stole IP and confidential business and technological information from managed service providers ' companies that manage IT infrastructure for other businesses and governments,?,
2018-12,North Korean hackers targeted the Chilean interbank network after tricking an employee into installing malware over the course of a fake job interview,CL,
2018-12,"Chinese hackers were found to have compromised the EU's communications systems, maintaining access to sensitive diplomatic cables for several years",?,
2018-12,"North Korean hackers stole the personal information of almost 1,000 North Korean defectors living in South Korea",KR,
2018-12,"The United States, in coordination with Australia, Canada, the UK, and New Zealand, accused China for conducting a 12-year campaign of cyber espionage targeting the IP and trade secrets of companies across 12 countries. The announcement was tied to the indictment of two Chinese hackers associated with the campaign.",US-AU-GB-NZ-?,
2018-12,U.S. Navy officials report that Chinese hackers had repeatedly stolen information from Navy contractors including ship maintenance data and missile plans.,US,
2018-12,Security researchers discover a cyber campaign carried out by a Russia-linked group targeting the government agencies of Ukraine as well as multiple NATO members,UA-?,
2018-12,"Researchers report that a state-sponsored Middle Eastern hacking group had targeted telecommunications companies, government embassies, and a Russian oil company located across Pakistan, Russia, Saudi Arabia, Turkey, and North America",PK-RU-SA-TR-US,
2018-12,"Italian oil company Saipem was targeted by hackers utilizing a modified version of the Shamoon virus, taking down hundreds of the company's servers and personal computers in the UAE, Saudi Arabia, Scotland, and India",AE-SA-GB-IN,
2018-12,"North Korean hackers have reportedly targeted universities in the U.S. since May, with a particular focus on individuals with expertise in biomedical engineering",US,
2018-12,The Security Service of Ukraine blocked an attempt by the Russian special services to disrupt the information systems of Ukraine's judicial authority,UA,
2018-12,The Czech security service announced that Russian intelligence services were discovered to have been behind attacks against the Czech foreign ministry in 2017,CZ,
2018-12,"Secretary of State Mike Pompeo confirmed that Chinese hackers breached the systems of an American hotel chain, stealing the personal information of over 500 million customers",US,
2018-11,"German security officials announced that a Russia-linked group had targeted the email accounts of several members of the German parliament, as well as the German military and several embassies",DE,
2018-11,Security researchers report that Russia launched coordinated cyber attacks against Ukrainian government and military targets before and during the attack on Ukrainian ships in late November,UA,
2018-11,Researchers reveal that a Mexican government-linked group used spyware to target the colleagues of a slain journalist investigating drug cartels,MX,
2018-11,Security researchers discover a cyberespionage campaign targeting government websites of Lebanon and the UAE,LB-AE,
2018-11,The U.S. Justice Department indicted two Iranians for the ransomware attack affecting Atlanta's government earlier in 2018,US,
2018-11,"Chinese state media reports that the country had been the victim of multiple attacks by foreign hackers in 2018, including the theft of confidential emails, utility design plans, lists of army units, and more",CN,
2018-11,North Korean hackers were found to have used malware to steal tens of millions of dollars from ATMs across Asia and Africa,?,
2018-11,"Security researchers report that Russian hackers impersonating U.S. State Department officials attempted to gain access to the computer systems of military and law enforcement agencies, defense contractors, and media companies",US,
2018-11,Ukraine's CERT discovered malware in the computer systems of Ukraine state agencies believed to be implanted as a precursor for a future large-scale cyber attack,UA,
2018-11,Researchers discover that a Chinese cyberespionage group targeted a UK engineering company using techniques associated with Russia-linked groups in an attempt to avoid attribution,GB,
2018-11,The Pakistani Air Force was revealed to have been targeted by nation-state hackers with access to zero-day exploits,PK,
2018-11,Security researchers identify an Iranian domestic surveillance campaign to monitor dissent targeting Telegram and Instagram users,IR,
2018-11,Australian defense shipbuilder Austal announced it had been the victim of a hack resulting in the theft of unclassified ship designs which were later sold online,AU,
2018-10,"The head of Iran's civil defense agency announced that the country had recently neutralized a new, more sophisticated version of Stuxnet",IR,
2018-10,The U.S. Department of Justice indicted Chinese intelligence officers and hackers working for them for engaging in a campaign to hack into U.S. aerospace companies and steal information,US,
2018-10,Security researchers link the malware used to attack a petrochemical plant in Saudi Arabia to a research institute run by the Russian government.,SA,
2018-10,U.S. defense officials announced that Cyber Command had begun targeting individual Russian operatives to deter them from interfering in the 2018 midterm elections.,RU,
2018-10,U.S. agencies warned President Trump that that China and Russia eavesdropped on calls he made from an unsecured phone.,US,
2018-10,News reports reveal that the Israel Defense Force requested that cybersecurity companies develop proposals for monitoring the personal correspondence of social media users.,?,
